epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,175.125,0.54225,2.40532,1.25692,0.521,0.7281,0.60222,0.56954,0.39768,2.49247,1.00613,0.00041266,0.00041266,0.00041266
2,343.914,0.42844,1.40102,1.13,0.65704,0.5,0.56367,0.52186,0.30085,3.08799,0.84182,0.000821117,0.000821117,0.000821117
3,516.365,0.40586,1.17542,1.08467,0.76037,0.84101,0.81272,0.73905,0.41689,1.20857,0.9681,0.00122132,0.00122132,0.00122132
4,686.272,0.38822,1.03884,1.07865,0.65663,0.76533,0.79316,0.7552,0.45153,1.33113,0.98763,0.00121287,0.00121287,0.00121287
5,858.888,0.3471,0.91703,1.0478,0.55988,0.61298,0.78983,0.72418,0.43931,3.15586,1.01008,0.0012005,0.0012005,0.0012005
6,1036.41,0.31355,0.866,1.01734,0.86864,0.85534,0.83123,0.81323,0.3437,0.67731,0.81261,0.00118812,0.00118812,0.00118812
7,1218.62,0.29703,0.77879,1.01012,0.57338,0.76663,0.68228,0.67975,0.27055,3.89068,0.74878,0.00117575,0.00117575,0.00117575
8,1397.59,0.28271,0.77077,0.99715,0.87664,0.875,0.84353,0.82477,0.25755,0.4914,0.74566,0.00116337,0.00116337,0.00116337
9,1561.73,0.2718,0.69689,0.98397,0.82236,0.79167,0.89899,0.86773,0.37796,0.46755,0.95204,0.001151,0.001151,0.001151
10,1739.51,0.25175,0.68416,0.97622,0.85337,0.7732,0.84948,0.84784,0.29031,0.44078,0.76763,0.00113863,0.00113863,0.00113863
11,1911.58,0.24544,0.66718,0.96753,0.83158,0.80155,0.88634,0.86611,0.45914,0.99818,0.95131,0.00112625,0.00112625,0.00112625
12,2090.66,0.23716,0.63511,0.96781,0.62225,0.76664,0.81743,0.80641,0.30679,1.27619,0.8142,0.00111388,0.00111388,0.00111388
13,2262.21,0.23657,0.59212,0.96658,0.49352,0.72119,0.71306,0.71186,0.26402,1.82623,0.78184,0.0011015,0.0011015,0.0011015
14,2436.32,0.22389,0.56766,0.95511,0.53759,0.85589,0.82031,0.81118,0.25352,0.83735,0.72558,0.00108913,0.00108913,0.00108913
15,2607.63,0.21537,0.52928,0.94986,0.90373,0.875,0.86446,0.86446,0.24303,0.37417,0.75317,0.00107675,0.00107675,0.00107675
16,2763.62,0.22407,0.55451,0.95629,0.8354,0.81562,0.87031,0.87031,0.26383,0.46557,0.7371,0.00106437,0.00106437,0.00106437
17,2947.35,0.21331,0.53289,0.95135,0.73581,0.86806,0.87861,0.71459,0.90479,0.61608,2.27252,0.001052,0.001052,0.001052
18,3122.86,0.21605,0.52044,0.94983,0.68317,0.86922,0.82333,0.80549,0.33758,0.46591,0.85879,0.00103962,0.00103962,0.00103962
19,3294.63,0.21286,0.49867,0.94701,0.89927,0.86948,0.89125,0.89125,0.22751,0.26088,0.70033,0.00102725,0.00102725,0.00102725
20,3476.68,0.20573,0.48669,0.94711,0.74747,0.72631,0.80848,0.73135,0.15466,0.58791,0.63043,0.00101488,0.00101488,0.00101488
21,3651.85,0.21172,0.48438,0.94244,0.92043,0.87057,0.87568,0.87568,0.18518,0.23914,0.65565,0.0010025,0.0010025,0.0010025
22,3825.09,0.21304,0.48299,0.94214,0.88545,0.77403,0.91188,0.91187,0.27775,0.3377,0.73716,0.000990125,0.000990125,0.000990125
23,3999.28,0.20478,0.45729,0.94088,0.90317,0.85943,0.85744,0.85744,0.2095,0.30052,0.67419,0.00097775,0.00097775,0.00097775
24,4123.51,0.19948,0.45043,0.93687,0.74687,0.70496,0.74454,0.74454,0.18034,0.47866,0.64049,0.000965375,0.000965375,0.000965375
25,4195.46,0.19791,0.42268,0.93804,0.65628,0.77973,0.85863,0.85073,0.31496,0.85226,0.84879,0.000953,0.000953,0.000953
26,4361.83,0.18855,0.43585,0.93942,0.80299,0.82669,0.87875,0.87875,0.20514,0.2915,0.68908,0.000940625,0.000940625,0.000940625
27,4468.71,0.18953,0.43762,0.93743,0.77887,0.84846,0.80369,0.79748,0.32734,0.57106,0.73004,0.00092825,0.00092825,0.00092825
28,4593.17,0.19548,0.44869,0.93663,0.88461,0.85688,0.87781,0.87545,0.22571,0.28777,0.67745,0.000915875,0.000915875,0.000915875
29,4766.43,0.19223,0.4382,0.93707,0.71859,0.86551,0.83708,0.83346,0.17937,0.28377,0.63399,0.0009035,0.0009035,0.0009035
