epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.36787,1.77803,3.81121,2.51731,0.0047,1,0.12653,0.1062,0.19424,3.25975,1.04373,2.5e-05,2.5e-05,2.5e-05
2,5.41516,1.00641,3.10117,1.55382,0.00411,1,0.14187,0.12003,0.19881,3.25999,0.98879,6.18813e-05,6.18813e-05,6.18813e-05
3,7.42819,0.9065,3.28589,1.68021,0.00434,1,0.1285,0.09779,0.34868,3.2666,1.02794,9.802e-05,9.802e-05,9.802e-05
4,9.513,0.46307,3.01045,1.19285,0.00561,1,0.26735,0.22292,0.39187,3.28108,1.09398,0.000133416,0.000133416,0.000133416
5,11.5467,0.43391,2.92392,1.15153,0.00902,1,0.31906,0.25133,0.36812,3.29322,1.06345,0.00016807,0.00016807,0.00016807
6,13.4965,0.42516,2.82123,1.14325,0.00629,1,0.34801,0.26543,0.50587,3.29521,1.30408,0.000201981,0.000201981,0.000201981
7,15.4528,0.43963,2.85884,1.19334,0.00707,1,0.31128,0.22095,0.50303,3.26601,1.35898,0.00023515,0.00023515,0.00023515
8,17.3541,0.38826,2.61935,1.12729,0.00818,1,0.3353,0.25556,0.44348,3.26198,1.25785,0.000267576,0.000267576,0.000267576
9,19.3384,0.45546,2.71179,1.20617,0.01054,1,0.35573,0.34116,0.37074,3.23103,1.02764,0.00029926,0.00029926,0.00029926
10,21.2473,0.39381,2.68769,1.11168,0.01068,1,0.35178,0.34436,0.30041,3.22001,0.94358,0.000330201,0.000330201,0.000330201
11,23.2622,0.49408,2.52859,1.17095,0.011,1,0.31307,0.29399,0.28702,3.24632,0.95709,0.0003604,0.0003604,0.0003604
12,25.1634,0.54924,2.492,1.23304,0.01102,1,0.34846,0.31246,0.39045,3.25772,1.07256,0.000389856,0.000389856,0.000389856
13,27.1275,0.54906,2.43918,1.23549,0.01371,1,0.32506,0.2709,0.44323,3.19561,1.1035,0.00041857,0.00041857,0.00041857
