epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,157.344,0.26653,0.93301,0.96793,0.77742,0.90024,0.90866,0.89478,0.27583,1.07715,0.71577,0.000148625,0.000148625,0.000148625
91,176.455,0.17761,1.37293,0.9642,0.76628,0.9022,0.91224,0.90113,0.25404,1.0791,0.69151,0.00013625,0.00013625,0.00013625
92,178.22,0.26885,1.43204,1.07628,0.74077,0.9053,0.91105,0.90153,0.23724,1.12278,0.67795,0.000123875,0.000123875,0.000123875
93,179.985,0.17452,1.16429,0.98582,0.74077,0.9053,0.91105,0.90153,0.23724,1.12278,0.67795,0.0001115,0.0001115,0.0001115
94,182.299,0.1753,1.0975,1.00399,0.73569,0.8781,0.90966,0.90456,0.22567,1.20962,0.67439,9.9125e-05,9.9125e-05,9.9125e-05
95,184.195,0.14894,1.11867,0.97383,0.78908,0.85467,0.90623,0.90016,0.21269,1.32883,0.67129,8.675e-05,8.675e-05,8.675e-05
96,185.95,0.16893,1.07681,0.93108,0.76424,0.84049,0.89036,0.8849,0.19425,1.42919,0.66449,7.4375e-05,7.4375e-05,7.4375e-05
97,187.633,0.1631,1.26486,0.93233,0.76424,0.84049,0.89036,0.8849,0.19425,1.42919,0.66449,6.2e-05,6.2e-05,6.2e-05
98,189.378,0.17232,1.47541,0.90709,0.77058,0.83392,0.89182,0.88632,0.18195,1.44471,0.65762,4.9625e-05,4.9625e-05,4.9625e-05
99,191.171,0.26216,1.65703,1.04462,0.74294,0.84539,0.88407,0.87863,0.17603,1.44469,0.65154,3.725e-05,3.725e-05,3.725e-05
100,192.898,0.17227,1.22952,0.90779,0.75687,0.84975,0.89678,0.89173,0.17033,1.38709,0.64426,2.4875e-05,2.4875e-05,2.4875e-05
