epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.46514,1.07911,3.24118,1.75049,0.00447,1,0.0906,0.07123,0.20317,3.26084,1.03908,2.5e-05,2.5e-05,2.5e-05
2,4.19545,1.09636,3.24239,1.69453,0.00402,1,0.11842,0.09722,0.20363,3.259,0.97009,6.22938e-05,6.22938e-05,6.22938e-05
3,6.06791,0.88626,3.17008,1.57657,0.00424,1,0.14673,0.11284,0.28668,3.26341,0.9348,9.934e-05,9.934e-05,9.934e-05
4,7.86766,0.4617,2.97849,1.14291,0.00632,1,0.34709,0.3004,0.44149,3.27916,1.17954,0.000136139,0.000136139,0.000136139
5,9.71307,0.37652,2.80171,1.1231,0.01472,1,0.28824,0.22641,0.61488,3.28279,1.50694,0.00017269,0.00017269,0.00017269
6,11.5383,0.4915,2.77439,1.22076,0.01387,1,0.26878,0.21014,0.66433,3.29581,1.7622,0.000208994,0.000208994,0.000208994
7,13.2898,0.45848,2.68403,1.13701,0.01487,1,0.33581,0.26263,0.62761,3.29434,1.57823,0.00024505,0.00024505,0.00024505
8,15.0279,0.46892,2.61926,1.17123,0.01705,1,0.40402,0.32139,0.5942,3.30788,1.41475,0.000280859,0.000280859,0.000280859
9,16.9842,0.51002,2.54929,1.2169,0.01547,1,0.40275,0.32942,0.49549,3.28169,1.14875,0.00031642,0.00031642,0.00031642
10,18.6414,0.38719,2.44666,1.12029,0.01338,1,0.37704,0.27645,0.74818,3.3115,1.36403,0.000351734,0.000351734,0.000351734
11,20.5584,0.45899,2.60674,1.20263,0.01514,1,0.42893,0.36443,0.91023,3.38779,1.58478,0.0003868,0.0003868,0.0003868
12,22.3884,0.42355,2.29335,1.08967,0.01675,1,0.47379,0.41245,0.78151,3.37107,1.49725,0.000421619,0.000421619,0.000421619
13,24.0997,0.43658,2.30522,1.14177,0.01402,1,0.43549,0.38561,0.58848,3.27722,1.27035,0.00045619,0.00045619,0.00045619
14,25.7696,0.39704,2.19557,1.10868,0.01329,1,0.44445,0.40877,0.46491,3.21024,1.14203,0.000490514,0.000490514,0.000490514
15,27.5367,0.53001,2.12566,1.15046,0.01268,1,0.48259,0.46103,0.28351,3.0975,0.79992,0.00052459,0.00052459,0.00052459
16,29.1901,0.42567,1.83592,1.10026,0.01284,1,0.48714,0.4674,0.26087,3.05731,0.76726,0.000558419,0.000558419,0.000558419
17,30.9246,0.4177,1.96232,1.11115,0.01013,1,0.48464,0.46222,0.27483,3.00518,0.77028,0.000592,0.000592,0.000592
18,32.6754,0.47933,1.95054,1.14677,0.79475,0.25,0.53346,0.49816,0.3396,2.8964,0.85778,0.000625334,0.000625334,0.000625334
19,34.3155,0.43938,1.79219,1.10066,0.87263,0.19643,0.58072,0.55386,0.31529,2.75201,0.84194,0.00065842,0.00065842,0.00065842
20,35.9624,0.41991,1.73432,1.08755,0.83699,0.25,0.50505,0.45009,0.36865,2.73064,0.91627,0.000691259,0.000691259,0.000691259
21,37.8187,0.47566,1.71577,1.12399,0.89993,0.16071,0.51018,0.44539,0.41939,2.77671,0.99903,0.00072385,0.00072385,0.00072385
22,39.5379,0.45337,1.69109,1.11677,0.92982,0.16071,0.5711,0.50746,0.44684,2.6649,1.08698,0.000756194,0.000756194,0.000756194
23,41.3019,0.35171,1.69486,1.05173,0.81973,0.25,0.57325,0.50406,0.45294,2.59163,1.17563,0.00078829,0.00078829,0.00078829
24,43.3625,0.50181,1.55429,1.11782,0.60763,0.25,0.55885,0.47884,0.43032,2.61526,1.14401,0.000820139,0.000820139,0.000820139
25,45.6159,0.46829,1.49066,1.12098,0.67474,0.27349,0.57273,0.47624,0.4917,2.57983,1.16737,0.00085174,0.00085174,0.00085174
26,47.5913,0.43933,1.47881,1.04789,0.6141,0.48124,0.53768,0.48301,0.42748,2.53891,1.07211,0.000883094,0.000883094,0.000883094
27,49.6911,0.44668,1.54577,1.13795,0.3707,0.50889,0.54292,0.49927,0.43233,2.62924,1.09531,0.0009142,0.0009142,0.0009142
28,51.4243,0.40014,1.45057,1.13084,0.33053,0.50906,0.57209,0.5232,0.46187,2.59034,1.15775,0.000945059,0.000945059,0.000945059
29,53.1706,0.50439,1.36145,1.16895,0.33053,0.50906,0.57209,0.5232,0.46187,2.59034,1.15775,0.00097567,0.00097567,0.00097567
30,54.9642,0.42924,1.542,1.08191,0.57487,0.33373,0.58333,0.51255,0.50338,2.69835,1.23473,0.00100603,0.00100603,0.00100603
31,56.7833,0.40538,1.36891,1.06701,0.89838,0.23475,0.57844,0.4809,0.46307,2.88096,1.27678,0.00103615,0.00103615,0.00103615
32,58.5373,0.40302,1.30172,1.07172,0.93819,0.14286,0.54017,0.47551,0.42005,2.87267,1.15355,0.00106602,0.00106602,0.00106602
33,60.4954,0.48189,1.48315,1.15255,0.93819,0.14286,0.54017,0.47551,0.42005,2.87267,1.15355,0.00109564,0.00109564,0.00109564
34,62.3944,0.39754,1.3139,1.02821,0.57272,0.31781,0.53847,0.49293,0.3849,2.61417,0.95178,0.00111388,0.00111388,0.00111388
35,64.7361,0.3711,1.18064,1.03759,0.6501,0.59619,0.57391,0.5508,0.37911,2.42905,0.90969,0.00110975,0.00110975,0.00110975
36,66.8569,0.39061,1.34798,1.07297,0.68633,0.59115,0.64404,0.60117,0.39946,2.20207,0.96421,0.00110563,0.00110563,0.00110563
37,68.877,0.40216,1.29345,1.07659,0.68633,0.59115,0.64404,0.60117,0.39946,2.20207,0.96421,0.0011015,0.0011015,0.0011015
38,71.192,0.36393,1.23052,0.97853,0.73705,0.58024,0.64747,0.49803,0.65836,2.13727,1.45147,0.00109738,0.00109738,0.00109738
39,73.6212,0.38862,1.3067,1.03019,0.74123,0.54053,0.66004,0.51162,0.64833,2.20983,1.11991,0.00109325,0.00109325,0.00109325
40,75.6766,0.4652,1.31775,1.18566,0.53918,0.58992,0.66729,0.58686,0.47625,1.88314,0.98151,0.00108913,0.00108913,0.00108913
41,77.8776,0.39062,1.15097,1.02154,0.53918,0.58992,0.66729,0.58686,0.47625,1.88314,0.98151,0.001085,0.001085,0.001085
42,79.8945,0.40083,1.15571,1.024,0.59777,0.71502,0.71164,0.61315,0.53553,1.8794,1.05493,0.00108088,0.00108088,0.00108088
43,81.8928,0.40672,1.26066,1.01629,0.6004,0.75402,0.72346,0.62898,0.50507,1.97141,0.99347,0.00107675,0.00107675,0.00107675
44,84.159,0.40464,1.07899,1.05935,0.5907,0.82949,0.71681,0.63373,0.48434,1.6412,0.99357,0.00107263,0.00107263,0.00107263
45,86.1098,0.38067,1.12462,1.04549,0.5907,0.82949,0.71681,0.63373,0.48434,1.6412,0.99357,0.0010685,0.0010685,0.0010685
46,88.0983,0.36368,1.14425,1.04078,0.53966,0.81698,0.71963,0.59213,0.50895,1.48566,1.05253,0.00106437,0.00106437,0.00106437
47,90.0615,0.42396,1.16379,1.10532,0.55822,0.79359,0.75089,0.58659,0.56258,1.41512,1.13356,0.00106025,0.00106025,0.00106025
48,92.0322,0.41868,1.22496,1.08398,0.60809,0.81566,0.80526,0.68664,0.46469,1.23723,1.03685,0.00105612,0.00105612,0.00105612
49,93.9861,0.35966,1.10239,1.03403,0.60809,0.81566,0.80526,0.68664,0.46469,1.23723,1.03685,0.001052,0.001052,0.001052
50,95.9982,0.39002,1.15829,1.04458,0.63886,0.81377,0.7949,0.67148,0.46707,1.25266,1.04561,0.00104787,0.00104787,0.00104787
51,98.1238,0.36307,0.9618,1.02316,0.49358,0.84534,0.73918,0.63055,0.3898,1.76876,0.9597,0.00104375,0.00104375,0.00104375
