epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.242,0.59602,2.82929,1.28828,0.00985,1,0.3453,0.28212,0.43398,3.22515,1.22367,0.000404762,0.000404762,0.000404762
2,19.0798,0.40603,2.03631,1.082,0.70017,0.24138,0.61001,0.55527,0.42095,2.44127,0.99476,0.000813296,0.000813296,0.000813296
3,27.7359,0.42292,1.5983,1.07765,0.49228,0.7225,0.44494,0.39813,0.50027,2.37771,1.00747,0.00121358,0.00121358,0.00121358
4,36.3557,0.37632,1.34936,1.04492,0.65503,0.72826,0.82705,0.73635,0.40571,1.74751,0.88892,0.00121287,0.00121287,0.00121287
5,44.9838,0.34958,1.22786,1.01677,0.5431,0.42883,0.52354,0.26126,1.59897,6.91655,1.76209,0.0012005,0.0012005,0.0012005
6,53.5985,0.35059,1.14637,1.02429,0.7043,0.81477,0.89094,0.8326,0.40393,1.38092,0.93877,0.00118812,0.00118812,0.00118812
7,62.2337,0.33485,1.07024,1.02587,0.47489,0.76351,0.71591,0.66967,0.36427,1.97725,0.82382,0.00117575,0.00117575,0.00117575
8,70.885,0.33187,1.03973,1.00851,0.78842,0.6384,0.80686,0.76792,0.30174,1.62916,0.72197,0.00116337,0.00116337,0.00116337
9,79.4685,0.31073,0.95846,0.99138,0.67674,0.81745,0.80033,0.76148,0.31273,1.02978,0.76471,0.001151,0.001151,0.001151
10,88.0641,0.30736,0.94199,0.99382,0.61914,0.8651,0.86335,0.8528,0.30718,1.4038,0.75873,0.00113863,0.00113863,0.00113863
11,96.7503,0.29593,0.86924,0.98765,0.74563,0.64077,0.76468,0.59741,0.93868,1.98914,2.12241,0.00112625,0.00112625,0.00112625
12,106.033,0.28243,0.87383,0.97329,0.83707,0.85044,0.86443,0.73924,0.68478,0.93175,1.53011,0.00111388,0.00111388,0.00111388
13,115.361,0.28799,0.83424,0.97579,0.75667,0.54076,0.74464,0.69062,0.36011,1.66508,0.84212,0.0011015,0.0011015,0.0011015
14,124.644,0.29738,0.83786,0.98274,0.84354,0.63077,0.89577,0.86556,0.33772,1.83706,0.77207,0.00108913,0.00108913,0.00108913
15,134.078,0.2923,0.77823,0.96932,0.82767,0.90963,0.97314,0.94744,0.27742,0.71168,0.73472,0.00107675,0.00107675,0.00107675
16,143.374,0.275,0.76908,0.96803,0.84025,0.75538,0.85482,0.84911,0.21513,0.87734,0.64327,0.00106437,0.00106437,0.00106437
17,152.75,0.28529,0.76251,0.97982,0.92416,0.94557,0.96978,0.96157,0.20996,0.4827,0.63963,0.001052,0.001052,0.001052
18,162.033,0.27222,0.72591,0.96768,0.85039,0.62997,0.93598,0.93289,0.19749,1.3151,0.62109,0.00103962,0.00103962,0.00103962
19,171.399,0.26444,0.75125,0.96428,0.87435,0.77233,0.96556,0.95732,0.26095,0.70269,0.68014,0.00102725,0.00102725,0.00102725
20,181.027,0.25254,0.69088,0.96112,0.9179,0.88813,0.96898,0.95326,0.20198,0.42663,0.62129,0.00101488,0.00101488,0.00101488
21,190.447,0.25584,0.69244,0.9544,0.98186,0.97815,0.97888,0.96649,0.21771,0.35534,0.63197,0.0010025,0.0010025,0.0010025
22,200.518,0.25604,0.66232,0.95615,0.8987,0.88011,0.96968,0.95469,0.24536,0.40945,0.67501,0.000990125,0.000990125,0.000990125
23,209.699,0.2484,0.63576,0.95773,0.78768,0.93163,0.97631,0.96769,0.20898,0.63935,0.62907,0.00097775,0.00097775,0.00097775
24,220.153,0.25349,0.66332,0.95625,0.94426,0.90068,0.98725,0.97633,0.28853,0.46658,0.68811,0.000965375,0.000965375,0.000965375
25,229.355,0.25057,0.64591,0.95121,0.85398,0.97309,0.975,0.97071,0.21195,0.36034,0.61135,0.000953,0.000953,0.000953
26,237.962,0.25336,0.60937,0.95885,0.90019,0.85145,0.96767,0.96367,0.19723,0.53213,0.60074,0.000940625,0.000940625,0.000940625
27,246.382,0.24932,0.62678,0.95645,0.82647,0.76567,0.93367,0.86575,0.38729,0.93872,0.80876,0.00092825,0.00092825,0.00092825
28,254.78,0.24349,0.5931,0.94304,0.93963,0.97964,0.98519,0.97305,0.28283,0.36444,0.748,0.000915875,0.000915875,0.000915875
29,263.206,0.23556,0.60697,0.95019,0.90455,0.73104,0.95089,0.93596,0.27446,0.81583,0.68867,0.0009035,0.0009035,0.0009035
30,271.847,0.22694,0.6166,0.94466,0.93159,0.91698,0.97222,0.96041,0.25698,0.38894,0.69342,0.000891125,0.000891125,0.000891125
31,280.273,0.23955,0.62637,0.94882,0.65011,0.79293,0.86496,0.86287,0.19041,1.08664,0.61674,0.00087875,0.00087875,0.00087875
32,288.69,0.23256,0.59617,0.94441,0.90915,0.90729,0.97779,0.96139,0.25959,0.43729,0.67514,0.000866375,0.000866375,0.000866375
33,296.467,0.22951,0.58118,0.94457,0.82952,0.88006,0.9559,0.94941,0.23161,0.49254,0.65174,0.000854,0.000854,0.000854
34,304.433,0.24039,0.58298,0.94582,0.89918,0.9195,0.96212,0.91825,0.32808,0.45199,0.74521,0.000841625,0.000841625,0.000841625
35,312.627,0.24366,0.55942,0.9553,0.93252,0.98466,0.98774,0.98172,0.2379,0.28896,0.69117,0.00082925,0.00082925,0.00082925
36,320.821,0.23385,0.54123,0.95399,0.90685,0.92383,0.98559,0.97721,0.20969,0.40624,0.64147,0.000816875,0.000816875,0.000816875
37,328.562,0.22822,0.52724,0.94479,0.95205,0.94581,0.98274,0.96633,0.23851,0.30561,0.67581,0.0008045,0.0008045,0.0008045
38,337.129,0.23095,0.5534,0.93897,0.89001,0.95999,0.99088,0.98618,0.23147,0.35754,0.66205,0.000792125,0.000792125,0.000792125
39,345.372,0.2256,0.56263,0.94647,0.88683,0.86614,0.96798,0.95208,0.25792,0.58106,0.69293,0.00077975,0.00077975,0.00077975
40,354.335,0.21988,0.53626,0.94043,0.95426,0.92727,0.98796,0.98297,0.21038,0.31032,0.62051,0.000767375,0.000767375,0.000767375
41,362.549,0.22464,0.53346,0.94575,0.77561,0.92472,0.96944,0.96137,0.18318,0.61569,0.59817,0.000755,0.000755,0.000755
42,370.678,0.2117,0.51534,0.9407,0.85867,0.85537,0.96708,0.9572,0.21517,0.7941,0.61888,0.000742625,0.000742625,0.000742625
43,379.266,0.21456,0.51605,0.94169,0.82318,0.83381,0.95116,0.94217,0.1947,0.54535,0.61113,0.00073025,0.00073025,0.00073025
44,387.94,0.21932,0.51955,0.94266,0.90732,0.93664,0.99194,0.98736,0.15691,0.33973,0.56523,0.000717875,0.000717875,0.000717875
45,395.829,0.20372,0.49728,0.9314,0.88012,0.9673,0.98987,0.98129,0.17401,0.3031,0.5698,0.0007055,0.0007055,0.0007055
46,403.814,0.2126,0.51773,0.9429,0.89727,0.9454,0.97549,0.96801,0.16938,0.35953,0.57887,0.000693125,0.000693125,0.000693125
47,412.099,0.21399,0.52688,0.93133,0.96162,0.96283,0.98793,0.98028,0.19567,0.32338,0.59784,0.00068075,0.00068075,0.00068075
